llaveviv,p0_1,p0_2,p0_3,p0_4_1,p0_4_1a,p0_4_2,p0_4_2a,p1_1,p1_2,p1_3,folio,viv_sel,ent,tloc,region,est_dis,upm_dis,fac_viv
262201,3,7,3,1,2,1,1,4,1,,2622,1,5,1,2,31,375,1829
262304,2,3,2,1,1,1,1,3,1,,2623,4,21,1,5,121,1445,3331
262411,3,5,1,1,2,1,1,4,1,,2624,11,8,4,1,43,483,2387
262513,1,2,0,2,,1,1,5,1,,2625,13,23,4,6,130,1516,1778
262602,1,1,1,2,,1,1,2,1,,2626,2,22,1,3,126,1471,2195
262704,3,5,1,1,1,1,1,4,1,,2627,4,5,1,2,29,283,1826
262819,2,4,1,2,,2,,3,2,2,2628,19,10,4,1,52,774,1138
262910,1,3,2,2,,2,,2,1,,2629,10,14,3,3,75,964,4181
263002,2,3,0,2,,2,,5,1,,2630,2,22,4,3,125,1468,1809
263108,2,4,1,1,2,1,1,3,1,,2631,8,13,4,5,71,937,2578
263202,1,3,1,2,,2,,1,1,,2632,2,32,3,3,185,2140,1353
263306,3,5,1,1,1,1,1,7,1,,2633,6,10,4,1,52,772,1285
263402,2,3,1,2,,1,1,4,1,,2634,2,28,1,2,162,1870,1743
263502,2,4,1,2,,1,1,3,1,,2635,2,10,2,1,53,785,1262
263602,2,3,1,1,1,1,1,3,1,,2636,2,32,1,3,188,2154,1413
263704,2,3,1,1,1,2,,3,1,,2637,4,4,1,6,24,260,684
263802,1,4,1,2,,2,,1,1,,2638,2,12,1,6,66,911,3224
263903,2,2,2,1,1,1,1,1,1,,2639,3,19,1,2,108,1366,3020
264004,2,3,1,1,1,1,1,4,1,,2640,4,6,1,3,35,415,890
264111,2,4,0,2,,2,,4,1,,2641,11,7,4,6,39,449,4091
264202,2,3,1,1,1,1,1,4,1,,2642,2,23,1,6,134,1581,1073
264315,3,5,1,2,,2,,7,1,,2643,15,31,3,6,178,2084,2239
264413,3,4,2,2,,1,1,4,1,,2644,13,16,3,3,88,1108,4784
264504,2,4,1,2,,1,1,2,1,,2645,4,9,1,4,50,691,3701
264602,2,3,1,2,,2,,4,1,,2646,2,23,1,6,132,1539,1677
264702,2,3,1,1,1,2,,1,1,,2647,2,28,1,2,162,1886,1656
264804,1,4,1,1,2,1,1,2,1,,2648,4,26,1,1,151,1767,2414
264915,3,4,0,1,1,2,,4,1,,2649,15,12,4,6,63,885,2839
265003,1,2,1,2,,1,1,1,1,,2650,3,26,1,1,150,1759,2444
265105,1,4,1,1,1,1,1,3,1,,2651,5,2,1,1,11,137,2455
265209,3,4,0,2,,2,,4,1,,2652,9,24,4,2,136,1588,1337
265304,2,3,1,1,1,1,1,5,1,,2653,4,9,1,4,49,642,3521
265405,4,5,1,1,1,2,,11,1,,2654,5,11,4,3,57,836,4721
265516,2,3,1,1,2,2,,4,1,,2655,16,21,2,5,116,1407,6595
265609,1,3,2,1,1,1,1,3,1,,2656,9,3,4,1,14,149,796
265713,3,5,1,2,,1,2,4,1,,2657,13,29,4,5,167,1975,636
265805,3,6,2,1,1,1,1,9,1,,2658,5,9,1,4,49,671,1908
265906,3,4,0,2,,2,,6,1,,2659,6,24,4,2,136,1588,1337
266003,2,5,1,1,2,1,1,2,1,,2660,3,26,1,1,152,1798,2202
266103,3,5,2,1,2,1,1,1,1,,2661,3,23,1,6,132,1556,1226
266218,2,3,3,1,1,1,1,2,1,,2662,18,18,2,3,100,1209,1651
266305,2,3,0,2,,1,2,4,1,,2663,5,20,4,6,111,1379,3848
266402,1,1,1,1,1,2,,1,1,,2664,2,17,2,5,97,1174,1500
266515,3,4,1,1,1,1,1,3,1,,2665,15,11,3,3,56,830,5624
266605,2,3,1,1,1,1,1,3,1,,2666,5,28,1,2,163,1913,2036
266706,2,4,1,2,,2,,2,2,2,2667,6,27,4,6,155,1821,1493
266804,3,6,2,1,2,1,1,3,1,,2668,4,5,1,2,30,354,1444
266901,2,5,1,1,1,1,1,3,1,,2669,1,26,1,1,150,1748,2637
267008,3,4,1,2,,1,1,4,1,,2670,8,13,4,5,70,932,2540
267116,1,1,1,1,1,2,,5,1,,2671,16,24,3,2,135,1586,1785
267220,1,1,1,2,,1,1,1,1,,2672,20,18,3,3,100,1210,1538
267301,3,4,3,2,,2,,2,1,,2673,1,10,1,1,53,790,1212
267411,3,5,0,2,,2,,9,2,2,2674,11,24,4,2,137,1599,1009
267504,1,3,1,2,,1,1,4,1,,2675,4,27,3,6,153,1811,2396
267602,2,4,1,2,,1,1,3,1,,2676,2,26,1,1,150,1759,2444
267701,3,6,1,1,1,1,1,2,1,,2677,1,19,1,2,108,1368,2882
267811,2,3,1,2,,1,1,3,1,,2678,11,32,2,3,186,2142,1673
267908,2,4,2,2,,1,1,4,1,,2679,8,13,3,5,67,920,1739
268010,1,1,0,2,,1,2,1,1,,2680,10,31,3,6,178,2086,1819
268101,2,4,1,2,,2,,5,1,,2681,1,29,4,5,169,1992,1101
268214,2,5,1,1,2,1,1,4,1,,2682,14,30,4,5,174,2046,5443
268306,3,6,3,1,1,1,1,4,1,,2683,6,11,3,3,56,832,4770
268401,2,3,3,1,3,1,1,2,1,,2684,1,19,1,2,108,1365,3022
268502,2,4,2,1,1,1,1,4,1,,2685,2,30,1,5,175,2051,6551
268603,2,4,1,2,,1,1,3,1,,2686,3,10,1,1,54,806,1316
268716,2,2,0,2,,2,,2,1,,2687,16,14,3,3,75,964,4181
268814,1,2,0,1,1,2,,4,1,,2688,14,28,4,2,160,1846,1388
268905,3,5,2,1,1,1,1,5,1,,2689,5,4,1,6,25,264,995
269002,1,3,1,2,,2,,2,1,,2690,2,5,1,2,30,343,1509
269118,1,1,1,2,,2,,2,1,,2691,18,30,2,5,172,2036,7817
269204,2,4,0,2,,2,,7,1,,2692,4,7,4,6,39,455,3338
269305,2,2,1,2,,1,1,4,1,,2693,5,12,2,6,62,879,3249
269402,2,6,1,2,,1,1,3,1,,2694,2,5,1,2,30,326,1688
269503,1,2,1,2,,1,1,2,1,,2695,3,30,2,5,175,2053,6475
269601,1,2,1,2,,1,1,3,1,,2696,1,9,1,4,49,626,3854
269703,2,4,1,1,1,1,1,3,1,,2697,3,17,1,5,98,1197,1206
269810,1,3,0,2,,1,1,2,1,,2698,10,9,4,4,47,556,1507
269909,1,1,0,2,,2,,3,1,,2699,9,14,2,3,75,966,3387
270001,2,4,2,2,,1,1,5,1,,2700,1,23,1,6,132,1558,858
270104,1,2,1,1,1,1,1,3,1,,2701,4,3,1,1,17,188,683
270205,3,4,2,1,1,1,1,6,1,,2702,5,25,4,1,143,1680,2209
270302,1,3,1,2,,1,1,4,1,,2703,2,13,2,5,67,923,1581
270405,2,3,1,2,,2,,3,1,,2704,5,21,3,5,120,1420,5804
270502,1,2,1,2,,1,1,3,1,,2705,2,2,1,1,9,69,3373
270605,1,5,2,1,1,1,1,2,1,,2706,5,19,1,2,108,1352,3249
270712,1,1,2,2,,2,,2,1,,2707,12,7,2,6,38,445,7240
270804,2,3,4,2,,1,2,3,1,,2708,4,24,1,2,138,1612,1244
270901,3,5,2,1,1,1,1,3,1,,2709,1,18,1,3,103,1227,1201
271004,2,4,1,1,1,1,1,2,1,,2710,4,15,1,5,85,1029,15501
271102,1,4,1,1,1,1,1,1,1,,2711,2,29,2,5,170,2031,273
271205,2,4,1,1,1,1,1,4,1,,2712,5,15,1,5,86,1076,11196
271310,2,3,0,1,1,1,2,3,1,,2713,10,7,3,6,37,443,3934
271401,2,4,2,1,1,1,1,3,1,,2714,1,19,1,2,107,1303,3279
271502,2,3,1,2,,1,1,4,1,,2715,2,4,3,6,19,221,707
271601,3,4,1,1,1,1,1,6,1,,2716,1,6,1,3,35,420,813
271702,1,3,1,1,1,1,1,1,1,,2717,2,25,1,1,145,1709,2581
271804,2,3,1,2,,1,1,2,1,,2718,4,9,1,4,49,658,3100
271909,3,6,3,1,4,1,2,4,1,,2719,9,3,4,1,14,148,833
272002,3,5,1,1,1,1,1,6,1,,2720,2,17,3,5,94,1146,3584
272102,1,2,1,1,1,1,1,2,1,,2721,2,9,1,4,48,583,3806
272205,2,5,1,2,,1,1,3,1,,2722,5,9,1,4,49,625,3906
272301,1,3,1,2,,1,1,2,1,,2723,1,29,2,5,170,2020,1036
272404,3,6,2,1,1,1,1,3,1,,2724,4,14,2,3,75,966,3387
272508,2,3,2,1,1,1,1,1,1,,2725,8,18,2,3,100,1212,1495
272604,3,4,0,2,,1,1,5,1,,2726,4,30,3,5,172,2037,7808
272705,1,2,1,2,,1,2,2,1,,2727,5,15,1,5,85,1047,11613
272805,2,4,1,1,1,1,1,3,1,,2728,5,25,1,1,145,1708,2585
272914,2,3,0,2,,1,1,3,1,,2729,14,12,4,6,63,889,2449
273004,1,4,3,2,,1,1,4,1,,2730,4,31,1,6,184,2127,2788
273102,3,4,1,1,2,1,1,7,1,,2731,2,26,1,1,150,1755,2570
273203,3,5,1,1,1,1,2,5,1,,2732,3,16,2,3,88,1106,5935
273303,3,4,1,1,1,1,1,4,1,,2733,3,5,1,2,31,374,1832
273404,1,4,1,1,1,1,1,2,1,,2734,4,14,1,3,80,1011,4558
273504,2,4,2,1,1,1,1,3,1,,2735,4,14,1,3,79,988,9068
273602,1,1,1,2,,1,1,2,1,,2736,2,2,1,1,9,73,3206
273702,2,6,2,1,2,1,1,3,1,,2737,2,5,1,2,31,375,1829
273803,2,3,1,2,,1,1,4,1,,2738,3,9,1,4,49,658,3100
273902,1,2,1,2,,1,1,4,1,,2739,2,17,3,5,94,1141,4249
274004,2,4,1,2,,2,,2,1,,2740,4,28,1,2,163,1921,1843
274119,1,1,0,2,,2,,2,1,,2741,19,30,4,5,173,2039,5218
274206,3,3,2,1,1,1,1,3,1,,2742,6,13,3,5,67,919,1831
274303,1,1,1,2,,2,,1,1,,2743,3,2,1,1,9,83,2919
274405,2,4,1,1,1,1,1,5,1,,2744,5,14,1,3,79,986,9208
274520,1,3,0,2,,2,,3,1,,2745,20,20,4,6,112,1386,3430
274614,1,4,1,2,,1,1,2,1,,2746,14,13,4,5,70,931,3702
274703,2,3,1,1,2,1,1,4,1,,2747,3,26,1,1,152,1791,2508
274803,4,4,3,1,2,1,1,3,1,,2748,3,8,1,1,46,542,3385
274902,2,5,1,1,1,1,1,2,1,,2749,2,9,1,4,49,677,1008
275005,2,3,1,1,1,1,1,4,1,,2750,5,2,1,1,9,95,1551
275104,4,8,3,1,2,1,1,6,1,,2751,4,15,4,5,83,1023,11415
275203,1,2,1,2,,2,,2,1,,2752,3,10,1,1,53,776,1350
275309,3,4,1,1,1,2,,4,1,,2753,9,11,2,3,56,833,4741
275403,2,4,1,2,,2,,4,1,,2754,3,7,1,6,40,466,3836
275501,4,6,3,1,1,1,1,7,1,,2755,1,7,2,6,38,445,7240
275604,1,2,1,1,1,2,,4,1,,2756,4,10,3,1,51,765,1494
275715,2,3,1,1,1,1,1,5,1,,2757,15,24,3,2,135,1586,1785
275802,2,3,1,1,1,1,1,4,1,,2758,2,27,4,6,154,1817,2285
275903,3,5,5,1,2,1,1,4,1,,2759,3,9,1,4,50,752,2069
276020,1,2,1,2,,2,,1,1,,2760,20,25,2,1,141,1674,2705
276103,3,4,1,2,,1,2,3,1,,2761,3,7,1,6,40,465,3957
276205,1,8,2,1,1,1,1,1,1,,2762,5,9,1,4,50,714,3398
276304,2,4,1,1,1,1,1,3,1,,2763,4,21,1,5,120,1423,5696
276405,3,4,2,1,1,1,1,2,1,,2764,5,3,1,1,18,206,749
276503,2,4,2,2,,1,1,3,1,,2765,3,20,1,6,114,1401,3180
276614,2,4,1,1,3,1,1,4,1,,2766,14,8,2,1,42,480,3631
276702,3,5,0,2,,1,1,5,1,,2767,2,9,1,4,48,596,3213
276812,5,6,0,2,,2,,6,1,,2768,12,7,4,6,39,449,4091
276912,2,4,1,2,,1,2,4,1,,2769,12,21,4,5,118,1414,5277
277005,1,2,0,2,,1,1,3,1,,2770,5,23,1,6,131,1519,2214
277108,2,2,0,2,,1,1,4,1,,2771,8,11,4,3,57,836,4721
277206,2,4,1,1,2,1,1,5,1,,2772,6,8,2,1,42,480,3631
277305,1,4,2,1,2,2,,2,1,,2773,5,13,2,5,68,927,1392
277401,1,3,1,2,,2,,1,1,,2774,1,5,1,2,29,281,1846
277501,1,2,1,1,1,1,1,3,1,,2775,1,6,1,3,34,404,786
277607,1,2,1,1,1,1,1,2,1,,2776,7,24,4,2,137,1597,1065
277705,3,6,1,2,,1,1,5,1,,2777,5,2,1,1,10,107,2960
277802,1,1,1,2,,1,1,2,1,,2778,2,7,1,6,40,464,4020
277902,1,1,1,2,,1,1,1,1,,2779,2,15,1,5,85,1056,9925
278002,2,3,2,1,1,1,1,3,1,,2780,2,24,1,2,140,1654,1462
278109,2,3,1,1,1,2,,5,1,,2781,9,24,2,2,135,1582,2162
278205,3,5,2,2,,1,1,2,1,,2782,5,19,1,2,107,1307,3227
278304,1,5,1,1,1,1,1,1,1,,2783,4,5,1,2,30,340,1528
278405,2,4,1,2,,1,1,4,1,,2784,5,27,3,6,153,1809,2602
278501,2,3,1,2,,1,1,4,1,,2785,1,19,1,2,106,1269,3334
278615,4,7,3,1,1,1,1,5,1,,2786,15,15,4,5,83,1023,11415
278704,2,3,1,2,,2,,1,1,,2787,4,9,1,4,49,619,4117
278814,2,2,0,2,,2,,5,1,,2788,14,30,3,5,172,2037,7808
278905,2,3,1,1,1,2,,1,1,,2789,5,3,1,1,17,185,701
279003,1,2,1,1,1,1,1,2,1,,2790,3,8,1,1,44,490,3184
279104,2,3,1,2,,1,1,4,1,,2791,4,10,2,1,53,785,1262
279202,1,2,1,2,,1,1,6,1,,2792,2,4,1,6,24,256,788
279305,2,3,1,2,,1,1,5,1,,2793,5,10,1,1,53,794,1193
279402,4,7,2,1,3,1,1,6,1,,2794,2,5,1,2,30,324,1771
279516,4,6,2,1,2,1,1,4,1,,2795,16,24,2,2,135,1583,1844
279601,2,3,1,1,2,1,1,3,1,,2796,1,26,1,1,152,1804,2023
279703,3,5,2,1,1,1,1,4,1,,2797,3,5,1,2,29,281,1846
279809,2,3,1,1,1,2,,3,1,,2798,9,4,3,6,20,223,797
279902,5,6,2,1,2,1,1,6,2,2,2799,2,20,3,6,109,1373,2841
280002,2,3,1,2,,1,1,3,1,,2800,2,13,2,5,68,924,5515
280102,1,4,1,2,,1,1,2,1,,2801,2,9,1,4,49,653,3183
280202,2,3,1,2,,2,,1,1,,2802,2,10,4,1,52,771,1323
280305,2,2,1,1,1,1,1,3,1,,2803,5,26,1,1,150,1749,2621
280404,2,4,1,2,,1,1,4,1,,2804,4,9,1,4,48,585,3733
280508,3,4,1,1,1,1,1,4,1,,2805,8,13,3,5,67,922,1613
280604,3,6,2,1,2,1,1,5,1,,2806,4,24,3,2,135,1587,1397
280702,2,3,2,2,,1,1,1,1,,2807,2,11,1,3,58,849,4917
280803,4,5,1,1,2,1,1,7,1,,2808,3,3,4,1,14,148,833
280905,2,4,1,1,1,2,,5,1,,2809,5,24,1,2,138,1603,1445
281001,1,3,1,2,,1,1,3,1,,2810,1,15,1,5,86,1073,12480
281105,2,5,2,2,,1,1,1,1,,2811,5,9,1,4,49,627,3808
281204,1,2,1,2,,1,1,1,1,,2812,4,19,1,2,106,1278,3197
281303,1,3,1,2,,1,2,2,1,,2813,3,28,1,2,163,1916,1926
281405,1,2,0,2,,2,,2,1,,2814,5,21,3,5,115,1404,6225
281504,2,5,1,1,1,1,1,2,1,,2815,4,4,1,6,23,248,707
281605,2,3,1,2,,2,,3,1,,2816,5,29,3,5,169,1994,1078
281704,1,1,1,1,1,1,1,3,1,,2817,4,4,1,6,25,265,978
281801,2,3,1,1,1,1,1,3,1,,2818,1,28,1,2,162,1867,1798
281920,2,3,1,2,,2,,5,1,,2819,20,20,4,6,112,1387,3229
282010,1,1,0,2,,2,,5,1,,2820,10,26,4,1,149,1740,2152
282119,1,1,1,1,1,2,,2,1,,2821,19,26,3,1,147,1735,2939
282204,1,4,1,1,2,1,1,2,1,,2822,4,25,1,1,146,1731,3077
282306,2,4,1,1,1,1,1,3,1,,2823,6,13,4,5,71,939,2376
282404,3,5,1,1,1,1,1,7,1,,2824,4,5,4,2,28,277,1380
282501,3,5,2,1,1,1,1,4,1,,2825,1,18,1,3,103,1228,1175
282618,1,3,1,2,,2,,2,1,,2826,18,22,4,3,125,1465,3729
282702,1,3,3,1,1,1,1,5,1,,2827,2,7,2,6,38,445,7240
282803,2,3,1,1,1,1,1,1,1,,2828,3,3,1,1,16,170,659
282901,2,3,2,1,1,1,1,3,1,,2829,1,11,1,3,60,869,7626
283008,1,1,0,2,,2,,2,1,,2830,8,12,4,6,63,889,2449
283102,2,3,1,1,1,1,1,5,1,,2831,2,11,4,3,57,834,19030
283203,2,3,1,2,,1,1,3,1,,2832,3,21,1,5,121,1440,4259
283301,2,5,1,2,,1,1,4,1,,2833,1,9,1,4,48,558,6076
283419,2,3,1,1,1,1,1,4,1,,2834,19,18,2,3,100,1212,1495
283503,1,1,0,2,,2,,3,1,,2835,3,13,4,5,70,933,2426
283606,2,3,1,2,,2,,4,1,,2836,6,14,4,3,77,969,10589
283702,1,6,2,1,1,1,1,1,1,,2837,2,22,1,3,128,1506,2031
283803,2,4,1,2,,1,1,5,1,,2838,3,5,1,2,29,293,1686
283901,1,4,1,1,1,1,1,2,1,,2839,1,21,2,5,121,1433,5100
284012,2,3,0,2,,2,,4,1,,2840,12,15,4,5,83,1024,5447
284102,1,4,1,2,,1,1,1,1,,2841,2,24,1,2,139,1640,1251
284201,2,3,1,1,1,2,,2,1,,2842,1,19,1,2,106,1265,3434
284304,4,6,2,1,5,1,1,2,1,,2843,4,8,1,1,45,525,3117
284404,2,3,0,2,,2,,5,1,,2844,4,7,4,6,39,449,4091
284513,3,5,1,1,1,1,1,7,1,,2845,13,13,3,5,68,928,1288
284605,3,4,1,2,,1,1,5,1,,2846,5,32,4,3,187,2144,1720
284701,1,1,1,2,,2,,1,1,,2847,1,13,3,5,67,922,1613
284802,2,3,1,1,1,1,1,2,1,,2848,2,1,1,3,4,25,1165
284911,1,2,2,2,,1,1,2,1,,2849,11,7,2,6,38,445,7240
285005,2,3,1,1,1,1,1,3,1,,2850,5,2,2,1,7,60,4118
285104,1,2,1,2,,2,,1,1,,2851,4,24,1,2,138,1617,1097
285214,3,6,3,1,1,1,1,2,1,,2852,14,29,4,5,167,1975,636
285307,3,4,1,1,1,1,1,5,1,,2853,7,5,2,2,26,274,1433
285407,1,1,1,2,,2,,1,1,,2854,7,24,2,2,135,1585,1797
285504,1,2,1,1,2,1,1,3,1,,2855,4,26,1,1,150,1743,3025
285617,3,4,0,1,1,1,1,2,1,,2856,17,32,4,3,187,2148,1543
285704,2,4,1,2,,1,1,3,1,,2857,4,23,1,6,132,1545,1545
285803,3,6,1,1,2,1,1,4,1,,2858,3,21,1,5,122,1456,3365
285902,1,5,1,1,1,1,1,2,1,,2859,2,28,1,2,163,1918,1883
286005,1,4,0,1,2,1,1,3,1,,2860,5,28,1,2,163,1919,1877
286105,3,5,1,2,,1,1,4,1,,2861,5,5,1,2,29,304,1618
286203,1,5,2,1,1,1,1,2,1,,2862,3,28,1,2,163,1928,1756
286302,1,2,1,1,2,1,1,5,1,,2863,2,28,1,2,162,1855,1979
286402,1,4,1,1,1,1,1,3,1,,2864,2,16,1,3,91,1125,3945
286517,2,5,1,1,1,1,1,3,1,,2865,17,30,4,5,174,2046,5443
286604,2,5,1,1,1,2,,4,1,,2866,4,29,2,5,166,1969,729
286703,3,6,2,1,2,1,1,5,1,,2867,3,6,1,3,35,427,768
286804,2,2,1,1,1,1,1,2,1,,2868,4,22,1,3,128,1500,2224
286901,3,4,1,1,1,1,1,4,1,,2869,1,2,1,1,9,74,3176
287004,2,4,1,1,2,1,1,3,1,,2870,4,15,1,5,87,1090,13365
287104,1,4,3,1,2,1,1,2,1,,2871,4,31,1,6,184,2126,3246
287220,1,3,1,1,1,2,,1,1,,2872,20,24,2,2,135,1582,2162
287303,3,7,2,1,1,1,1,5,1,,2873,3,5,1,2,29,316,1566
287405,3,5,1,2,,1,1,3,1,,2874,5,29,2,5,170,2031,273
287509,2,4,1,1,1,1,1,1,1,,2875,9,5,2,2,26,274,1433
287605,2,3,1,2,,1,1,3,1,,2876,5,1,1,3,4,15,1335
287701,2,5,2,1,2,1,1,2,1,,2877,1,23,2,6,129,1514,2031
287803,1,6,2,1,2,1,1,2,1,,2878,3,32,4,3,187,2147,1565
287903,1,2,1,2,,2,,3,1,,2879,3,27,4,6,154,1815,2566
288005,3,4,1,1,1,1,1,5,1,,2880,5,18,2,3,100,1212,1495
288115,1,2,1,1,1,2,,4,1,,2881,15,26,2,1,147,1737,2630
288212,2,3,0,2,,2,,5,1,,2882,12,12,4,6,63,888,2579
288305,2,3,0,2,,2,,3,1,,2883,5,29,4,5,169,1992,1101
288401,3,9,2,1,1,1,1,5,1,,2884,1,17,3,5,94,1144,3844
288513,2,4,1,2,,2,,5,1,,2885,13,27,3,6,153,1808,2893
288605,1,3,1,2,,2,,1,1,,2886,5,28,1,2,162,1884,1659
288702,2,5,1,2,,2,,2,1,,2887,2,30,1,5,175,2052,6484
288812,1,4,1,2,,1,1,3,1,,2888,12,17,2,5,94,1150,835
288904,3,4,1,2,,2,,4,1,,2889,4,3,1,1,15,160,424
289005,2,3,0,2,,2,,2,1,,2890,5,3,1,1,16,165,712
289105,1,2,1,1,1,2,,5,1,,2891,5,31,3,6,182,2103,1967
289203,3,4,1,2,,2,,5,1,,2892,3,11,2,3,56,831,4889
289305,2,4,1,1,1,1,1,1,1,,2893,5,26,1,1,151,1783,2043
289404,3,4,1,1,1,1,1,5,1,,2894,4,29,3,5,169,2000,1024
289505,2,3,0,2,,2,,7,1,,2895,5,16,4,3,89,1113,3018
289603,1,3,1,1,1,1,1,1,1,,2896,3,26,1,1,150,1754,2570
289702,2,4,2,1,1,1,1,5,1,,2897,2,28,1,2,163,1922,1833
289803,2,4,1,2,,1,1,5,1,,2898,3,2,1,1,11,139,2151
289914,1,4,0,2,,1,1,3,1,,2899,14,11,3,3,56,830,5624
290020,1,3,2,1,1,1,1,1,1,,2900,20,20,2,6,110,1377,3890
290101,2,3,2,1,2,1,1,4,1,,2901,1,23,1,6,134,1572,2084
290211,3,4,2,1,2,1,1,4,1,,2902,11,3,3,1,13,146,496
290301,3,5,1,2,,1,1,5,1,,2903,1,28,1,2,162,1878,1713
290405,5,9,2,1,4,1,1,3,1,,2904,5,20,2,6,113,1397,2146
290505,4,5,1,2,,1,2,9,2,3,2905,5,24,1,2,139,1630,1306
290603,3,6,2,1,3,1,1,2,1,,2906,3,15,1,5,87,1096,11554
290709,3,6,2,1,1,1,1,1,1,,2907,9,25,2,1,142,1677,2524
290803,1,1,0,2,,1,1,3,1,,2908,3,9,1,4,48,596,3213
290904,3,5,3,1,3,1,1,4,1,,2909,4,19,1,2,108,1355,3220
291004,3,5,1,1,1,1,1,4,1,,2910,4,10,1,1,55,821,1377
291105,2,4,1,2,,1,1,3,1,,2911,5,9,1,4,49,638,3604
291204,2,4,1,1,1,1,1,1,1,,2912,4,14,1,3,80,1003,7520
291302,1,2,1,2,,1,1,2,1,,2913,2,9,1,4,49,648,3306
291401,3,5,2,1,1,1,1,6,1,,2914,1,24,1,2,140,1663,1291
291501,1,3,1,2,,2,,1,1,,2915,1,28,1,2,162,1859,1917
291601,3,5,1,2,,2,,4,1,,2916,1,10,1,1,54,799,1396
291705,2,3,1,1,1,1,1,5,1,,2917,5,29,3,5,169,2005,989
291805,2,4,2,1,1,1,1,3,1,,2918,5,9,1,4,50,735,2939
291906,1,3,1,1,1,2,,3,1,,2919,6,7,4,6,39,453,3363
292005,2,4,1,2,,2,,1,1,,2920,5,28,2,2,162,1873,1728
292103,2,4,1,2,,2,,3,1,,2921,3,13,2,5,67,918,1831
292203,3,5,1,2,,2,,3,1,,2922,3,9,2,4,48,580,3906
292303,3,6,2,1,1,1,1,7,1,,2923,3,27,3,6,156,1832,1591
292417,3,4,0,2,,2,,2,1,,2924,17,24,4,2,136,1590,1225
292502,1,2,0,2,,2,,2,1,,2925,2,24,4,2,137,1596,1073
292604,2,3,1,1,1,2,,3,1,,2926,4,30,2,5,175,2059,5427
292701,1,2,3,1,2,2,,3,1,,2927,1,11,1,3,60,871,7159
292809,1,5,2,1,1,2,,2,1,,2928,9,19,2,2,105,1253,2656
292901,2,3,0,2,,2,,2,1,,2929,1,29,3,5,169,1988,1121
293015,3,5,1,2,,1,2,2,1,,2930,15,30,4,5,173,2041,4774
293120,1,1,0,2,,2,,2,1,,2931,20,12,2,6,61,876,2994
293202,4,8,1,1,1,1,1,5,1,,2932,2,1,3,3,1,1,3781
293303,1,2,1,1,1,1,1,4,1,,2933,3,2,4,1,8,63,1922
293404,2,4,2,1,1,1,1,3,1,,2934,4,6,1,3,35,430,741
293503,4,6,1,2,,1,1,4,1,,2935,3,31,1,6,182,2109,1788
293616,3,6,2,1,1,1,1,5,1,,2936,16,5,2,2,27,276,1431
293702,1,2,1,2,,2,,1,1,,2937,2,4,1,6,24,254,833
293818,2,5,1,1,2,2,,4,1,,2938,18,26,2,1,148,1738,2836
293903,2,5,1,1,1,1,1,2,1,,2939,3,2,1,1,11,137,2455
294011,1,3,1,1,2,2,,1,1,,2940,11,6,4,3,33,394,835
294105,2,3,1,2,,1,1,4,1,,2941,5,25,1,1,145,1705,2626
294203,2,3,1,2,,1,1,4,1,,2942,3,9,1,4,49,617,4132
294303,2,4,1,2,,1,1,4,1,,2943,3,19,1,2,107,1319,3086
294405,2,3,1,1,1,1,1,2,1,,2944,5,18,1,3,104,1245,896
294502,1,4,1,2,,1,1,2,1,,2945,2,15,1,5,85,1058,9709
294604,2,4,1,2,,2,,1,1,,2946,4,26,1,1,151,1769,2313
294701,3,5,1,2,,1,1,5,1,,2947,1,21,2,5,120,1421,5724
294802,2,4,1,2,,1,1,1,1,,2948,2,17,1,5,98,1184,1658
294901,2,4,1,2,,1,1,7,1,,2949,1,3,1,1,16,167,688
295004,2,5,2,2,,1,1,1,1,,2950,4,29,3,5,171,2032,830
295116,3,5,1,2,,2,,4,1,,2951,16,7,4,6,39,453,3363
295210,2,7,1,1,1,1,1,1,1,,2952,10,16,4,3,90,1115,3760
295303,3,4,1,1,1,1,1,5,1,,2953,3,11,1,3,59,859,6264
295405,2,4,1,1,1,1,1,2,1,,2954,5,15,1,5,87,1101,9942
295503,2,4,1,1,1,1,1,4,1,,2955,3,8,1,1,44,487,3392
295613,2,3,1,1,1,1,1,4,1,,2956,13,5,4,2,28,279,1313
295703,3,5,1,2,,1,1,3,1,,2957,3,9,1,4,49,615,4169
295806,2,4,1,1,1,1,1,3,1,,2958,6,8,4,1,43,482,3070
295902,1,5,2,1,1,1,1,1,1,,2959,2,22,1,3,128,1509,1993
296001,3,6,2,1,2,1,1,4,1,,2960,1,26,1,1,151,1780,2117
296101,2,2,1,2,,1,1,1,1,,2961,1,9,2,4,48,559,5687
296210,2,4,1,1,1,2,,3,1,,2962,10,5,2,2,27,276,1431
296304,2,4,3,1,2,1,1,5,1,,2963,4,24,1,2,140,1657,1429
296403,4,5,1,1,2,1,1,4,1,,2964,3,8,1,1,45,535,2768
296520,2,3,1,2,,2,,4,1,,2965,20,27,4,6,155,1821,1493
296602,1,1,1,2,,1,2,4,1,,2966,2,3,1,1,16,167,688
296707,1,2,1,2,,2,,2,1,,2967,7,27,3,6,153,1811,2396
296804,2,3,1,1,1,1,1,5,1,,2968,4,2,1,1,11,125,3058
296906,2,3,1,1,2,1,1,2,1,,2969,6,16,2,3,88,1106,5935
297001,1,1,1,2,,1,1,3,1,,2970,1,20,1,6,113,1395,2979
297102,3,4,2,1,1,1,1,5,1,,2971,2,13,1,5,74,957,2792
